date,away_team,away_score,home_score,home_team
2023-07-19,Los Angeles Dodgers,5,8,Baltimore Orioles
2023-07-19,Tampa Bay Rays,1,5,Texas Rangers
2023-07-19,Miami Marlins,4,6,St. Louis Cardinals
2023-07-19,Houston Astros,4,1,Colorado Rockies
2023-07-19,Boston Red Sox,5,6,Oakland Athletics
2023-07-19,Milwaukee Brewers,5,3,Philadelphia Phillies
2023-07-19,San Diego Padres,2,0,Toronto Blue Jays
2023-07-19,New York Yankees,3,7,Los Angeles Angels
2023-07-19,San Francisco Giants,2,3,Cincinnati Reds
2023-07-19,Chicago White Sox,1,5,New York Mets
2023-07-19,Arizona Diamondbacks,5,3,Atlanta Braves
2023-07-19,Washington Nationals,3,8,Chicago Cubs
2023-07-19,Detroit Tigers,3,2,Kansas City Royals
2023-07-19,Minnesota Twins,6,3,Seattle Mariners
2023-07-20,Arizona Diamondbacks,5,7,Atlanta Braves
2023-07-20,San Francisco Giants,1,5,Cincinnati Reds
2023-07-20,Milwaukee Brewers,4,0,Philadelphia Phillies
2023-07-20,San Diego Padres,0,4,Toronto Blue Jays
2023-07-20,Chicago White Sox,6,2,New York Mets
2023-07-20,Detroit Tigers,3,0,Kansas City Royals
2023-07-20,Minnesota Twins,0,5,Seattle Mariners
2023-07-20,Baltimore Orioles,4,3,Tampa Bay Rays
2023-07-20,St. Louis Cardinals,7,2,Chicago Cubs
2023-07-20,Houston Astros,3,1,Oakland Athletics
2023-07-21,St. Louis Cardinals,3,4,Chicago Cubs
2023-07-21,San Diego Padres,5,4,Detroit Tigers
2023-07-21,Baltimore Orioles,0,3,Tampa Bay Rays
2023-07-21,Colorado Rockies,6,1,Miami Marlins
2023-07-21,San Francisco Giants,3,5,Washington Nationals
2023-07-21,Kansas City Royals,4,5,New York Yankees
2023-07-21,Arizona Diamondbacks,6,9,Cincinnati Reds
2023-07-21,New York Mets,5,4,Boston Red Sox
2023-07-21,Philadelphia Phillies,5,6,Cleveland Guardians
2023-07-21,Los Angeles Dodgers,11,5,Texas Rangers
2023-07-21,Chicago White Sox,4,9,Minnesota Twins
2023-07-21,Atlanta Braves,6,4,Milwaukee Brewers
2023-07-21,Pittsburgh Pirates,5,8,Los Angeles Angels
2023-07-21,Houston Astros,6,4,Oakland Athletics
2023-07-21,Toronto Blue Jays,2,3,Seattle Mariners
2023-07-22,Kansas City Royals,2,5,New York Yankees
2023-07-22,Colorado Rockies,4,3,Miami Marlins
2023-07-22,New York Mets,5,4,Boston Red Sox
2023-07-22,St. Louis Cardinals,6,8,Chicago Cubs
2023-07-22,Los Angeles Dodgers,16,3,Texas Rangers
2023-07-22,Arizona Diamondbacks,2,4,Cincinnati Reds
2023-07-22,Baltimore Orioles,6,5,Tampa Bay Rays
2023-07-22,Toronto Blue Jays,8,9,Seattle Mariners
2023-07-22,San Diego Padres,14,3,Detroit Tigers
2023-07-22,San Francisco Giants,1,10,Washington Nationals
2023-07-22,New York Mets,6,8,Boston Red Sox
2023-07-22,Philadelphia Phillies,0,1,Cleveland Guardians
2023-07-22,Chicago White Sox,2,3,Minnesota Twins
2023-07-22,Atlanta Braves,3,4,Milwaukee Brewers
2023-07-22,Houston Astros,1,4,Oakland Athletics
2023-07-22,Pittsburgh Pirates,3,0,Los Angeles Angels
2023-07-23,San Diego Padres,1,3,Detroit Tigers
2023-07-23,San Francisco Giants,1,6,Washington Nationals
2023-07-23,Kansas City Royals,5,8,New York Yankees
2023-07-23,Arizona Diamondbacks,3,7,Cincinnati Reds
2023-07-23,Baltimore Orioles,5,3,Tampa Bay Rays
2023-07-23,Philadelphia Phillies,8,5,Cleveland Guardians
2023-07-23,Colorado Rockies,2,3,Miami Marlins
2023-07-23,Chicago White Sox,4,5,Minnesota Twins
2023-07-23,Atlanta Braves,4,2,Milwaukee Brewers
2023-07-23,St. Louis Cardinals,2,7,Chicago Cubs
2023-07-23,Los Angeles Dodgers,4,8,Texas Rangers
2023-07-23,Houston Astros,3,2,Oakland Athletics
2023-07-23,Pittsburgh Pirates,5,7,Los Angeles Angels
2023-07-23,Toronto Blue Jays,4,3,Seattle Mariners
2023-07-23,New York Mets,1,6,Boston Red Sox
2023-07-24,San Francisco Giants,1,5,Detroit Tigers
2023-07-24,Baltimore Orioles,3,2,Philadelphia Phillies
2023-07-24,Colorado Rockies,10,6,Washington Nationals
2023-07-24,Kansas City Royals,5,3,Cleveland Guardians
2023-07-24,Seattle Mariners,3,4,Minnesota Twins
2023-07-24,Texas Rangers,9,10,Houston Astros
2023-07-24,Cincinnati Reds,2,3,Milwaukee Brewers
2023-07-24,Pittsburgh Pirates,8,4,San Diego Padres
2023-07-24,St. Louis Cardinals,10,6,Arizona Diamondbacks
2023-07-24,Toronto Blue Jays,6,3,Los Angeles Dodgers
2023-07-25,Los Angeles Angels,7,6,Detroit Tigers
2023-07-25,Baltimore Orioles,3,4,Philadelphia Phillies
2023-07-25,Miami Marlins,1,4,Tampa Bay Rays
2023-07-25,Colorado Rockies,5,6,Washington Nationals
2023-07-25,New York Mets,9,3,New York Yankees
2023-07-25,Kansas City Royals,1,5,Cleveland Guardians
2023-07-25,Atlanta Braves,1,7,Boston Red Sox
2023-07-25,Seattle Mariners,9,7,Minnesota Twins
2023-07-25,Texas Rangers,3,4,Houston Astros
2023-07-25,Chicago Cubs,7,3,Chicago White Sox
2023-07-25,Cincinnati Reds,4,3,Milwaukee Brewers
2023-07-25,Pittsburgh Pirates,1,5,San Diego Padres
2023-07-25,St. Louis Cardinals,1,3,Arizona Diamondbacks
2023-07-25,Oakland Athletics,1,2,San Francisco Giants
2023-07-25,Toronto Blue Jays,7,8,Los Angeles Dodgers
